City,Compounded_polarity
Kolkata,-4.939
Kolkata,7.845
Kolkata,8.718
Kolkata,3.339
Kolkata,1.154
Kolkata,8.225
Kolkata,7.249
Kolkata,5.859
Kolkata,9.15
Kolkata,5.994
Kolkata,4.215
Kolkata,7.65
Kolkata,8.481
Kolkata,8.07
Kolkata,-2.96
Kolkata,8.625
Kolkata,-2.023
Kolkata,5.994
Kolkata,-5.994
Kolkata,8.625
Kolkata,-6.908
Kolkata,4.404
Kolkata,8.271
Kolkata,5.994
Kolkata,5.859
Kolkata,8.36
Kolkata,4.215
Kolkata,8.074
Kolkata,9.081
Kolkata,-4.939
Kolkata,8.402
Kolkata,9.056
Kolkata,0.258
Kolkata,2.942
Kolkata,6.289
Kolkata,7.43
Kolkata,-4.874
Kolkata,5.423
Kolkata,7.249
Kolkata,8.832
Kolkata,8.807
Kolkata,6.705
Kolkata,8.739
Kolkata,8.591
Kolkata,-2.96
Kolkata,6.74
Kolkata,5.994
Kolkata,8.777
Kolkata,4.588
Kolkata,6.774
Kolkata,9.274
Kolkata,8.02
Kolkata,4.019
Kolkata,5.267
Kolkata,8.074
Kolkata,3.4
Kolkata,5.719
Kolkata,5.562
Kolkata,5.994
Kolkata,5.994
Kolkata,8.074
Kolkata,8.36
Kolkata,4.926
Kolkata,3.612
Kolkata,8.918
Kolkata,6.696
Kolkata,8.074
Kolkata,2.96
Kolkata,7.43
Kolkata,5.267
Kolkata,5.423
Kolkata,6.688
Kolkata,6.289
Kolkata,2.96
Kolkata,8.271
Kolkata,6.239
Kolkata,5.423
Kolkata,2.225
Kolkata,0.258
Kolkata,-0.634
Kolkata,3.182
Kolkata,8.388
Kolkata,6.852
Kolkata,0.165
Kolkata,5.719
Kolkata,6.114
Kolkata,8.217
Kolkata,8.591
Kolkata,-3.818
Kolkata,5.719
Kolkata,-6.757
Kolkata,3.818
Kolkata,6.249
Kolkata,8.475
Kolkata,6.369
Kolkata,9.276
Kolkata,9.678
Kolkata,8.126
Kolkata,6.103
Kolkata,7.096
Kolkata,9.1
Kolkata,9.098
Kolkata,9.477
Kolkata,3.612
Kolkata,1.69
Kolkata,8.402
Kolkata,8.881
Kolkata,4.588
Kolkata,9.348
Kolkata,2.023
Kolkata,6.531
Kolkata,3.612
Kolkata,1.69
Kolkata,8.388
Kolkata,6.369
Kolkata,7.65
Kolkata,8.582
Kolkata,8.591
Kolkata,5.719
Kolkata,8.834
Kolkata,8.955
Kolkata,5.869
Kolkata,9.319
Kolkata,9.488
Kolkata,8.271
Kolkata,2.023
Kolkata,8.934
Kolkata,5.994
Kolkata,8.36
Kolkata,5.994
Kolkata,8.874
Kolkata,6.114
Kolkata,5.859
Kolkata,-0.516
Kolkata,6.249
Kolkata,9.413
Kolkata,8.55
Kolkata,6.705
Kolkata,-6.348
Kolkata,5.859
Kolkata,9.039
Kolkata,-3.331
Kolkata,0.772
Kolkata,8.765
Kolkata,6.239
Kolkata,4.019
Kolkata,-3.818
Kolkata,8.225
Kolkata,7.712
Kolkata,5.719
Kolkata,5.719
Kolkata,7.964
Kolkata,2.023
Kolkata,3.182
Kolkata,5.859
Kolkata,8.957
Kolkata,8.388
Kolkata,5.994
Kolkata,8.957
Kolkata,-1.28
Kolkata,7.783
Kolkata,7.154
Kolkata,-1.027
Kolkata,4.912
Kolkata,6.871
Kolkata,-7.284
Kolkata,2.732
Kolkata,4.019
Kolkata,9.661
Kolkata,5.267
Kolkata,4.019
Kolkata,-6.486
Kolkata,4.215
Kolkata,5.994
Kolkata,8.468
Kolkata,6.322
Kolkata,1.28
Mumbai,7.067
Mumbai,4.404
Mumbai,8.51
Mumbai,-1.779
Mumbai,-3.4
Mumbai,-5.093
Mumbai,6.908
Mumbai,7.096
Mumbai,6.239
Mumbai,4.588
Mumbai,0.772
Mumbai,3.612
Mumbai,-3.818
Mumbai,6.908
Mumbai,7.096
Mumbai,8.442
Mumbai,-3.4
Mumbai,7.269
Mumbai,-6.9
Mumbai,8.399
Mumbai,5.574
Mumbai,-2.425
Mumbai,-0.191
Mumbai,6.369
Mumbai,7.506
Mumbai,5.859
Mumbai,8.402
Mumbai,1.833
Mumbai,-5.696
Mumbai,-2.96
Mumbai,-5.994
Mumbai,5.859
Mumbai,4.404
Mumbai,-7.412
Mumbai,-2.263
Mumbai,-0.516
Mumbai,-3.818
Mumbai,2.96
Mumbai,5.994
Mumbai,-2.96
Mumbai,6.908
Mumbai,-3.818
Mumbai,7.717
Mumbai,3.382
Mumbai,7.249
Mumbai,7.43
Mumbai,7.901
Mumbai,3.612
Mumbai,8.834
Mumbai,2.5
Mumbai,4.019
Mumbai,4.939
Mumbai,8.768
Mumbai,3.612
Mumbai,4.019
Mumbai,-3.4
Mumbai,0.516
Mumbai,5.848
Mumbai,-3.4
Mumbai,2.235
Mumbai,-4.588
Mumbai,-3.4
Mumbai,1.695
Mumbai,3.612
Mumbai,5.267
Mumbai,-4.53
Mumbai,8.126
Mumbai,-6.641
Mumbai,-3.4
Mumbai,7.901
Mumbai,-1.511
Mumbai,-3.818
Mumbai,6.249
Mumbai,6.476
Mumbai,3.4
Mumbai,7.579
Mumbai,6.981
Mumbai,2.5
Mumbai,5.719
Mumbai,-1.027
Mumbai,-6.9
Mumbai,5.106
Mumbai,-3.818
Mumbai,3.612
Mumbai,-3.987
Mumbai,-5.106
Mumbai,-0.772
Mumbai,3.818
Mumbai,7.43
Mumbai,5.859
Mumbai,3.4
Mumbai,6.249
Mumbai,7.003
Mumbai,2.732
Mumbai,4.019
Mumbai,0.772
Mumbai,6.24
Mumbai,4.404
Mumbai,9.15
Mumbai,5.994
Mumbai,6.329
Mumbai,5.106
Mumbai,8.481
Mumbai,8.885
Mumbai,4.404
Mumbai,3.4
Mumbai,7.43
Mumbai,2.023
Mumbai,3.561
Mumbai,4.215
Mumbai,2.023
Mumbai,2.96
Mumbai,8.91
Mumbai,5.423
Mumbai,5.229
Mumbai,5.423
Mumbai,2.732
Mumbai,4.588
Mumbai,4.404
Mumbai,6.705
Mumbai,6.239
Mumbai,3.561
Mumbai,2.714
Mumbai,3.4
Mumbai,5.267
Mumbai,5.719
Mumbai,4.404
Mumbai,2.023
Mumbai,5.267
Mumbai,8.195
Mumbai,3.182
Mumbai,8.268
Mumbai,6.531
Mumbai,-3.818
Mumbai,5.859
Mumbai,-2.023
Mumbai,-4.824
Mumbai,-3.182
Mumbai,-0.516
Mumbai,7.964
Mumbai,4.767
Mumbai,-5.411
Mumbai,-3.612
Mumbai,4.019
Mumbai,7.43
Mumbai,-2.263
Mumbai,-7.184
Mumbai,8.176
Mumbai,0.772
Mumbai,6.531
Mumbai,3.612
Mumbai,6.808
Mumbai,-2.96
Mumbai,-2.247
Mumbai,5.994
Mumbai,-5.859
Mumbai,6.249
Mumbai,6.114
Mumbai,8.818
Mumbai,5.696
Mumbai,4.019
Mumbai,4.912
Mumbai,7.43
Mumbai,7.43
Mumbai,4.767
Mumbai,7.43
Mumbai,5.994
Mumbai,5.612
Mumbai,4.588
Mumbai,-5.083
Mumbai,5.859
Mumbai,2.023
Mumbai,-7.351
Mumbai,8.293
Mumbai,6.705
Mumbai,2.023
Mumbai,-7.351
Mumbai,-2.5
Mumbai,7.964
Mumbai,7.964
Mumbai,5.96
Mumbai,8.225
Mumbai,6.369
Mumbai,8.074
Mumbai,8.074
Mumbai,5.859
Mumbai,8.827
Mumbai,5.994
Mumbai,-4.374
Mumbai,7.43
Mumbai,4.559
Mumbai,5.08
Mumbai,5.859
Mumbai,5.423
Mumbai,-0.572
Mumbai,6.58
Mumbai,0.772
Mumbai,-2.411
Mumbai,-5.242
Mumbai,-5.423
Mumbai,-4.912
Mumbai,6.688
Mumbai,-6.597
Mumbai,7.739
Mumbai,-5.083
Mumbai,8.225
Mumbai,6.214
Mumbai,0.772
Mumbai,-4.389
Mumbai,3.612
Mumbai,4.588
Mumbai,-4.939
Mumbai,7.096
Mumbai,6.36
Mumbai,8.126
Mumbai,9.172
Mumbai,4.215
Mumbai,3.612
Mumbai,-4.767
Mumbai,-7.821
Mumbai,5.859
Mumbai,3.919
Mumbai,-2.732
Mumbai,-3.595
Mumbai,4.404
Mumbai,6.597
Mumbai,5.423
Mumbai,4.574
Mumbai,8.217
Mumbai,4.767
Mumbai,-5.419
Mumbai,-6.705
Mumbai,2.96
Mumbai,5.837
Mumbai,5.994
Mumbai,7.65
Mumbai,9.042
Mumbai,9.382
Mumbai,4.404
Mumbai,5.423
Mumbai,6.369
Mumbai,3.612
Mumbai,4.767
Mumbai,5.994
Mumbai,-8.352
Mumbai,6.369
Mumbai,6.58
Mumbai,8.934
Mumbai,-0.516
Mumbai,6.124
Mumbai,-4.215
Mumbai,8.316
Mumbai,4.588
Mumbai,0.772
Mumbai,5.267
Mumbai,3.4
Mumbai,5.423
Mumbai,-6.9
Mumbai,-3.578
Mumbai,5.719
Mumbai,4.215
Mumbai,7.243
Mumbai,2.741
Mumbai,4.574
Mumbai,8.519
Mumbai,-5.09
Mumbai,-4.767
Mumbai,7.506
Mumbai,4.926
Mumbai,6.239
Mumbai,8.07
Mumbai,6.36
Mumbai,-3.182
Mumbai,2.732
Mumbai,5.859
Mumbai,5.994
Mumbai,7.163
Mumbai,9.186
Mumbai,7.269
Mumbai,2.235
Mumbai,6.884
Mumbai,5.859
Mumbai,4.215
Mumbai,3.553
Mumbai,8.126
Mumbai,8.268
Mumbai,-3.4
Mumbai,5.115
Mumbai,8.979
Mumbai,4.215
Mumbai,0.583
Mumbai,5.106
Mumbai,8.387
Mumbai,-3.182
Mumbai,7.603
Mumbai,3.971
Mumbai,8.57
Mumbai,8.083
Mumbai,8.72
Mumbai,7.482
Mumbai,5.423
Mumbai,4.404
Mumbai,3.382
Mumbai,3.4
Mumbai,5.423
Mumbai,3.4
Mumbai,8.271
Mumbai,3.382
Mumbai,-5.09
Mumbai,6.249
Mumbai,4.885
Mumbai,5.859
Mumbai,8.779
Mumbai,-4.199
Mumbai,3.089
Mumbai,3.875
Mumbai,6.486
Mumbai,4.019
Mumbai,7.096
Mumbai,6.858
Mumbai,5.829
Mumbai,7.345
Mumbai,6.249
Mumbai,5.859
Mumbai,7.506
Mumbai,7.964
Mumbai,5.859
Mumbai,5.719
Mumbai,7.269
Mumbai,-4.588
Mumbai,5.423
Mumbai,8.555
Mumbai,8.423
Mumbai,5.859
Mumbai,5.358
Mumbai,7.906
Mumbai,-5.106
Mumbai,2.263
Mumbai,5.255
Mumbai,8.158
Mumbai,1.007
Mumbai,3.054
Mumbai,3.612
Mumbai,-4.939
Mumbai,6.884
Mumbai,-4.767
Mumbai,5.673
Mumbai,-4.019
Mumbai,7.906
Mumbai,8.065
Mumbai,-5.106
Mumbai,8.479
Mumbai,3.071
Mumbai,-1.779
Mumbai,5.859
Mumbai,6.884
Mumbai,-0.772
Mumbai,-3.4
Mumbai,5.267
Mumbai,-4.939
Mumbai,5.267
Mumbai,5.574
Mumbai,6.696
Mumbai,0.772
Mumbai,-2.96
Mumbai,5.106
Mumbai,6.597
Mumbai,8.225
Mumbai,7.243
Mumbai,6.369
Mumbai,-0.772
Mumbai,5.994
Mumbai,3.612
Mumbai,5.719
Mumbai,4.588
Mumbai,-4.939
Mumbai,3.612
Mumbai,7.177
Mumbai,9.153
Mumbai,6.908
Mumbai,5.815
Mumbai,6.571
Mumbai,9.403
Mumbai,9.114
Mumbai,6.696
Mumbai,5.719
Mumbai,8.402
Mumbai,6.441
Mumbai,8.02
Mumbai,6.924
Mumbai,7.574
Mumbai,-3.089
Mumbai,9.114
Mumbai,1.511
Mumbai,5.859
Mumbai,-3.753
Mumbai,7.574
Mumbai,6.124
Mumbai,8.225
Mumbai,4.019
Mumbai,2.023
Mumbai,5.719
Mumbai,8.126
Mumbai,-7.096
Mumbai,4.389
Mumbai,7.906
Mumbai,5.707
Mumbai,5.859
Mumbai,3.12
Mumbai,6.705
Mumbai,-4.767
Mumbai,-3.612
Mumbai,4.588
Mumbai,-1.603
Mumbai,8.383
Mumbai,-0.772
Mumbai,6.739
Mumbai,-2.481
Mumbai,5.574
Mumbai,6.58
Mumbai,5.267
Mumbai,8.024
Mumbai,0.258
Mumbai,8.371
Mumbai,3.612
Mumbai,7.644
Mumbai,-4.019
Mumbai,2.263
Mumbai,6.369
Mumbai,-4.329
Mumbai,1.28
Mumbai,3.182
Mumbai,5.574
Mumbai,-2.584
Mumbai,8.687
Mumbai,5.994
Mumbai,4.215
Mumbai,-2.168
Mumbai,8.074
Mumbai,5.994
Mumbai,6.597
Mumbai,2.846
Mumbai,8.519
Mumbai,-0.772
Mumbai,8.519
Mumbai,9.153
Mumbai,0.772
Mumbai,5.719
Mumbai,5.267
Mumbai,4.215
Mumbai,7.003
Mumbai,0.258
Mumbai,5.562
Mumbai,0.772
Mumbai,3.612
Mumbai,2.732
Mumbai,6.696
Mumbai,2.263
Mumbai,4.019
Mumbai,5.719
Mumbai,-2.558
Mumbai,-7.184
Mumbai,5.508
Mumbai,-8.02
Mumbai,1.406
Mumbai,7.43
Mumbai,7.43
Mumbai,8.356
Mumbai,7.906
Mumbai,8.641
Mumbai,6.369
Mumbai,8.225
Mumbai,8.689
Mumbai,5.719
Mumbai,9.136
Mumbai,5.859
Mumbai,8.986
Mumbai,5.994
Mumbai,9.022
Mumbai,5.994
Mumbai,5.994
Mumbai,5.508
Mumbai,4.574
Mumbai,6.239
Mumbai,8.339
Mumbai,4.019
Mumbai,9.217
Mumbai,7.845
Mumbai,6.289
Mumbai,6.229
Mumbai,8.225
Mumbai,-5.719
Mumbai,9.522
Mumbai,0.516
Mumbai,5.719
Mumbai,8.353
Mumbai,9.442
Mumbai,5.994
Mumbai,2.023
Mumbai,5.719
Mumbai,1.531
Mumbai,8.465
Mumbai,7.506
Mumbai,0.258
Mumbai,7.964
Mumbai,5.994
Mumbai,6.103
Mumbai,5.399
Mumbai,6.369
Mumbai,3.412
Mumbai,5.574
Mumbai,0.258
Mumbai,7.943
Mumbai,5.848
Mumbai,5.574
Mumbai,8.388
Mumbai,8.047
Mumbai,5.859
Mumbai,5.994
Mumbai,0.772
Mumbai,6.249
Mumbai,8.465
Mumbai,-6.809
Mumbai,6.369
Mumbai,9.136
Mumbai,8.442
Mumbai,6.784
Mumbai,6.124
Mumbai,8.271
Mumbai,8.769
Mumbai,7.579
Mumbai,8.316
Mumbai,5.719
Mumbai,8.519
Mumbai,5.719
Mumbai,3.818
Mumbai,5.719
Mumbai,7.644
Mumbai,8.388
Mumbai,7.906
Mumbai,9.118
Mumbai,1.513
Mumbai,0.258
Mumbai,6.973
Mumbai,-5.267
Mumbai,5.267
Mumbai,8.713
Mumbai,7.65
Mumbai,6.908
Mumbai,6.58
Mumbai,5.399
Mumbai,5.053
Mumbai,-3.4
Mumbai,5.719
Mumbai,2.235
Mumbai,-3.802
Mumbai,9.36
Mumbai,7.65
Mumbai,4.404
Mumbai,8.516
Mumbai,5.267
Mumbai,8.074
Mumbai,9.077
Mumbai,6.239
Mumbai,5.994
Mumbai,8.176
Mumbai,1.406
Mumbai,5.719
Mumbai,8.176
Mumbai,6.239
Mumbai,8.074
Mumbai,-4.389
Mumbai,5.994
Mumbai,9.098
Mumbai,-3.802
Mumbai,-3.182
Mumbai,-0.129
Mumbai,6.239
Mumbai,9.161
Mumbai,3.999
Mumbai,8.271
Mumbai,6.633
Mumbai,2.96
Mumbai,-6.394
Mumbai,-4.767
Mumbai,2.732
Mumbai,6.369
Mumbai,7.691
Mumbai,2.714
Mumbai,5.859
Mumbai,8.658
Mumbai,5.267
Mumbai,4.469
Mumbai,9.313
Mumbai,5.994
Mumbai,-4.374
Mumbai,6.884
Mumbai,4.404
Mumbai,9.198
Mumbai,5.859
Mumbai,5.859
Mumbai,7.798
Mumbai,8.55
Mumbai,-2.244
Mumbai,-3.802
Mumbai,9.136
Mumbai,5.719
Mumbai,5.859
Mumbai,-5.411
Mumbai,3.182
Mumbai,9.428
Mumbai,5.994
Mumbai,8.074
Mumbai,6.209
Mumbai,5.267
Mumbai,4.767
Mumbai,0.258
Mumbai,-3.412
Mumbai,6.739
Mumbai,9.274
Mumbai,7.959
Mumbai,-4.588
Mumbai,3
Mumbai,6.808
Mumbai,5.267
Mumbai,-3.612
Mumbai,-8.225
Mumbai,5.719
Mumbai,8.225
Mumbai,6.924
Mumbai,4.215
Mumbai,6.126
Mumbai,1.28
Mumbai,3.182
Mumbai,6.114
Mumbai,-5.849
Mumbai,5.267
Mumbai,3.612
Mumbai,-6.486
Mumbai,8.955
Mumbai,4.503
Mumbai,7.365
Mumbai,8.225
Mumbai,5.053
Mumbai,4.404
Mumbai,8.313
Mumbai,8.306
Mumbai,5.994
Mumbai,8.126
Mumbai,-2.96
Mumbai,4.215
Mumbai,7.269
Mumbai,1.759
Mumbai,9.488
Mumbai,8.176
Mumbai,8.834
Mumbai,7.351
Mumbai,2.942
Mumbai,8.271
Mumbai,2.96
Mumbai,5.994
Mumbai,8.689
Mumbai,6.597
Mumbai,6.114
Mumbai,5.994
Mumbai,7.717
Mumbai,5.667
Mumbai,9.349
Mumbai,8.388
Mumbai,6.696
Mumbai,5.267
Mumbai,-4.939
Mumbai,6.884
Mumbai,-4.767
Mumbai,5.267
Mumbai,5.535
Mumbai,8.834
Mumbai,4.738
Mumbai,5.562
Mumbai,-2.462
Mumbai,4.215
Mumbai,9.02
Mumbai,8.388
Mumbai,5.719
Mumbai,8.074
Mumbai,9.157
Mumbai,-5.991
Mumbai,5.994
Mumbai,5.562
Mumbai,7.906
Mumbai,6.588
Mumbai,3.612
Mumbai,5.859
Mumbai,8.779
Mumbai,2.411
Mumbai,5.994
Mumbai,8.748
Mumbai,5.267
Mumbai,7.43
Mumbai,-5.574
Mumbai,9.243
Mumbai,5.994
Mumbai,-6.449
Mumbai,8.316
Mumbai,6.249
Mumbai,1.508
Mumbai,5.719
Mumbai,5.994
Mumbai,4.588
Mumbai,7.783
Mumbai,8.02
Mumbai,6.72
Mumbai,7.184
Mumbai,7.269
Mumbai,5.719
Mumbai,6.103
Mumbai,6.361
Mumbai,7.579
Mumbai,8.779
Mumbai,-5.386
Mumbai,-5.216
Mumbai,-0.909
Mumbai,8.225
Mumbai,9.448
Mumbai,5.994
Mumbai,5.859
Mumbai,6.908
Mumbai,5.719
Mumbai,7.118
Mumbai,5.806
Mumbai,6.776
Mumbai,4.404
Mumbai,7.43
Mumbai,9.059
Mumbai,6.289
Mumbai,4.767
Mumbai,8.074
Mumbai,8.516
Mumbai,2.444
Mumbai,6.124
Mumbai,8.316
Mumbai,6.289
Mumbai,8.344
Mumbai,9.246
Mumbai,8.002
Mumbai,6.58
Mumbai,7.894
Mumbai,0.258
Mumbai,8.619
Mumbai,8.074
Mumbai,8.402
Mumbai,5.423
Mumbai,4.767
Mumbai,8.074
Mumbai,0.165
Mumbai,3.612
Mumbai,6.776
Mumbai,5.242
Mumbai,8.225
Mumbai,9.022
Mumbai,3.818
Mumbai,6.696
Mumbai,5.719
Mumbai,3.182
Mumbai,5.267
Mumbai,5.562
Mumbai,5.994
Mumbai,6.908
Mumbai,5.562
Mumbai,4.019
Mumbai,7.43
Mumbai,5.719
Mumbai,8.468
Mumbai,7.096
Mumbai,6.815
Mumbai,-6.597
Mumbai,8.074
Mumbai,7.5
Mumbai,4.404
Mumbai,6.633
Mumbai,8.353
Mumbai,6.351
Mumbai,6.784
Mumbai,2.5
Mumbai,5.719
Mumbai,6.597
Mumbai,5.719
Mumbai,6.416
Mumbai,5.719
Mumbai,9.348
Mumbai,8.074
Mumbai,3.182
Mumbai,6.114
Mumbai,-4.939
Mumbai,5.951
Mumbai,2.023
Mumbai,6.833
Mumbai,8.625
Mumbai,-5.859
Mumbai,8.02
Mumbai,7.184
Mumbai,5.994
Mumbai,8.074
Mumbai,6.58
Mumbai,5.719
Mumbai,8.126
Mumbai,5.267
Mumbai,8.074
Mumbai,5.994
Mumbai,4.019
Mumbai,6.209
Mumbai,5.106
Mumbai,-4.314
Mumbai,8.225
Mumbai,9.661
Mumbai,6.486
Mumbai,5.983
Mumbai,-1.045
Mumbai,1.531
Mumbai,7.964
Mumbai,8.481
Mumbai,5.423
Mumbai,9.169
Mumbai,-8.591
Mumbai,9.042
Mumbai,3.818
Mumbai,7.096
Mumbai,9.446
Mumbai,-5.719
Mumbai,8.074
Mumbai,5.859
Mumbai,9.062
Mumbai,7.506
Mumbai,8.225
Mumbai,9.037
Mumbai,6.705
Mumbai,6.571
Mumbai,4.767
Mumbai,6.369
Mumbai,5.994
Mumbai,-4.939
Mumbai,8.658
Mumbai,6.369
Mumbai,8.353
Mumbai,-3.182
Mumbai,8.074
Mumbai,8.481
Mumbai,5.707
Mumbai,7.964
Mumbai,8.402
Mumbai,5.859
Mumbai,8.074
Mumbai,5.859
Mumbai,5.994
Mumbai,9.349
Mumbai,4.404
Mumbai,7.506
Mumbai,5.719
Mumbai,6.705
Mumbai,2.732
Mumbai,4.588
Mumbai,3.4
Mumbai,8.316
Mumbai,5.719
Mumbai,7.964
Mumbai,6.239
Mumbai,5.719
Mumbai,4.588
Mumbai,9.607
Mumbai,2.023
Mumbai,5.267
Mumbai,8.07
Mumbai,5.859
Mumbai,6.841
Mumbai,5.994
Mumbai,8.957
Mumbai,5.994
Mumbai,-6.908
Mumbai,7.906
Mumbai,6.688
Mumbai,7.227
Mumbai,5.719
Mumbai,8.957
Mumbai,8.07
Mumbai,-3.724
Mumbai,6.705
Mumbai,2.023
Mumbai,6.597
Mumbai,6.571
Mumbai,5.859
Mumbai,9.062
Mumbai,5.719
Mumbai,-7.003
Mumbai,6.739
Mumbai,1.007
Mumbai,-6.697
Mumbai,8.074
Mumbai,7.43
Mumbai,7.506
Mumbai,5.574
Mumbai,5.267
Mumbai,8.424
Mumbai,-2.263
Mumbai,3.4
Mumbai,8.519
Mumbai,5.267
Mumbai,8.832
Mumbai,4.939
Mumbai,6.369
Mumbai,7.65
Mumbai,7.227
Mumbai,5.719
Mumbai,8.126
Mumbai,3.612
Mumbai,5.106
Mumbai,9.153
Mumbai,-6.249
Mumbai,6.361
Mumbai,8.555
Mumbai,8.885
Mumbai,5.994
Mumbai,5.267
Mumbai,5.859
Mumbai,5.859
Mumbai,6.696
Mumbai,7.783
Mumbai,3.612
Mumbai,4.738
Mumbai,9.1
Mumbai,6.696
Mumbai,-4.215
Mumbai,5.859
Mumbai,2.96
Mumbai,3.4
Mumbai,7.269
Mumbai,9.042
Mumbai,7.003
Mumbai,5.994
Mumbai,5.994
Mumbai,5.994
Mumbai,8.422
Mumbai,-3.182
Mumbai,5.994
Mumbai,3.818
Mumbai,7.351
Mumbai,4.404
Mumbai,6.841
Mumbai,4.574
Mumbai,2.96
Mumbai,6.696
Mumbai,-7.351
Mumbai,5.859
Mumbai,-0.772
Mumbai,8.93
Mumbai,8.834
Mumbai,9.217
Mumbai,9.348
Mumbai,9.442
Mumbai,5.859
Mumbai,9.46
Mumbai,9.15
Mumbai,5.994
Mumbai,4.404
Mumbai,8.464
Mumbai,-0.572
Mumbai,8.834
Mumbai,5.719
Mumbai,7.65
Mumbai,8.823
Mumbai,8.126
Mumbai,5.719
Mumbai,-8.126
Mumbai,5.994
Mumbai,6.249
Mumbai,5.994
Mumbai,7.783
Mumbai,5.719
Mumbai,8.316
Mumbai,5.994
Mumbai,4.019
Mumbai,-0.772
Mumbai,8.881
Mumbai,5.859
Mumbai,9.274
Mumbai,5.719
Mumbai,-0.258
Mumbai,5.859
Mumbai,8.829
Mumbai,7.088
Mumbai,5.719
Mumbai,6.36
Mumbai,9.403
Mumbai,8.398
Mumbai,-4.767
Mumbai,5.719
Mumbai,-0.762
Mumbai,9.501
Mumbai,6.36
Mumbai,8.462
Mumbai,8.779
Mumbai,6.697
Mumbai,6.458
Mumbai,-7.269
Mumbai,-0.762
Mumbai,9.333
Mumbai,7.351
Mumbai,6.369
Mumbai,6.688
Mumbai,6.239
Mumbai,9.042
Mumbai,5.859
Mumbai,-5.574
Mumbai,6.44
Mumbai,7.243
Mumbai,2.5
Mumbai,8.316
Mumbai,8.829
Mumbai,5.994
Mumbai,-3.612
Mumbai,3.4
Mumbai,7.964
Mumbai,8.36
Mumbai,5.719
Mumbai,3.182
Mumbai,0.516
Mumbai,5.106
Mumbai,9.15
Mumbai,3.612
Mumbai,-1.531
Mumbai,3.612
Mumbai,7.43
Mumbai,6.239
Mumbai,8.074
Mumbai,5.859
Mumbai,-2.96
Mumbai,9.201
Mumbai,6.369
Mumbai,5.719
Mumbai,9.098
Mumbai,6.36
Mumbai,8.388
Mumbai,9.239
Mumbai,5.994
Mumbai,8.074
Mumbai,5.267
Mumbai,4.404
Mumbai,8.074
Mumbai,4.215
Mumbai,-2.732
Mumbai,5.719
Mumbai,8.271
Mumbai,7.65
Mumbai,6.369
Mumbai,5.859
Mumbai,6.597
Mumbai,8.55
Mumbai,7.351
Mumbai,5.574
Mumbai,7.482
Mumbai,5.423
Mumbai,7.43
Mumbai,8.402
Mumbai,3.4
Mumbai,4.404
Mumbai,5.719
Mumbai,-7.239
Mumbai,6.096
Mumbai,8.271
Mumbai,-2.96
Mumbai,7.783
Mumbai,8.221
Mumbai,5.994
Mumbai,8.271
Mumbai,9.47
Mumbai,5.859
Mumbai,8.55
Mumbai,7.506
Mumbai,-3.802
Mumbai,0.258
Mumbai,9.36
Mumbai,5.574
Mumbai,6.696
Mumbai,5.859
Mumbai,5.994
Mumbai,9.442
Mumbai,5.994
Mumbai,7.717
Mumbai,-7.562
Mumbai,7.243
Mumbai,8.217
Mumbai,-1.01
Mumbai,0.258
Mumbai,8.689
Mumbai,8.342
Mumbai,-5.719
Mumbai,4.545
Mumbai,5.994
Mumbai,7.469
Mumbai,3.182
Mumbai,6.36
Mumbai,6.36
Mumbai,5.267
Mumbai,8.176
Mumbai,5.859
Mumbai,5.526
Mumbai,5.994
Mumbai,7.125
Mumbai,5.859
Mumbai,6.476
Mumbai,5.951
Mumbai,4.019
Mumbai,2.023
Mumbai,9.201
Mumbai,8.074
Mumbai,5.267
Mumbai,5.994
Mumbai,9.059
Mumbai,5.994
Mumbai,9.168
Mumbai,7.701
Mumbai,5.994
Mumbai,3.971
Mumbai,4.201
Mumbai,5.994
Mumbai,-4.215
Mumbai,-4.023
Mumbai,9.136
Mumbai,3.818
Mumbai,7.798
Mumbai,9.392
Mumbai,1.69
Mumbai,-4.023
Mumbai,7.633
Mumbai,8.513
Mumbai,9.501
Mumbai,8.728
Mumbai,9.08
Mumbai,8.519
Mumbai,2.732
Mumbai,6.36
Mumbai,8.834
Mumbai,3.919
Mumbai,4.939
Mumbai,5.106
Mumbai,8.779
Mumbai,6.739
Mumbai,4.588
Mumbai,6.688
Mumbai,6.531
Mumbai,-3.182
Mumbai,7.65
Mumbai,9.133
Mumbai,1.531
Mumbai,8.603
Mumbai,9.022
Mumbai,9.022
Mumbai,7.351
Mumbai,3.182
Mumbai,7.269
Mumbai,9.022
Mumbai,9.022
Mumbai,3.182
Mumbai,-4.939
Mumbai,8.357
Mumbai,7.003
Mumbai,5.859
Mumbai,9.358
Mumbai,3.4
Mumbai,5.719
Mumbai,9.319
Mumbai,7.003
Mumbai,4.885
Mumbai,8.268
Mumbai,5.719
Mumbai,5.267
Mumbai,5.267
Mumbai,-6.348
Mumbai,4.168
Mumbai,5.994
Mumbai,8.36
Mumbai,8.481
Mumbai,9.296
Mumbai,6.705
Mumbai,2.732
Mumbai,5.859
Mumbai,-5.267
Mumbai,7.243
Mumbai,5.994
Mumbai,-1.28
Mumbai,5.165
Mumbai,6.988
Mumbai,5.719
Mumbai,5.719
Mumbai,5.719
Mumbai,8.36
Mumbai,0.772
Mumbai,6.8
Mumbai,9.015
Mumbai,6.369
Mumbai,5.719
Mumbai,-0.516
